"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"ID";"rep";"status"
1.15411358197006;1.20617282212692;-0.968602460912485;0.0231240478306589;2.31658910343102;-0.305402928213306;-1.61019789061454;2.06856080918283;2.6366957714691;5.54476970660218;4.43471700183746;4.98785099808645;3.72023391327145;3.66885434084961;3.07766677273694;-0.396488062061694;1.58921681058995;0.483171237488622;1.86378621502735;-0.828437542145334;-0.178414265673482;1;1;"1"
1.15411358197006;1.48526892586591;-0.410410253434498;0.860412359047639;3.43297351838699;1.09007759048166;0.0643787318194167;3.4640413278778;3.75308018642507;6.10296191408017;4.43471700183746;4.42965879060847;2.60384949831548;2.27337382215465;1.40309015030298;-1.79196858075666;0.472832395633972;-0.354117073728358;1.30559400754936;-1.10753364588433;-0.178414265673482;2;1;"2"
1.15411358197006;1.48526892586591;-0.410410253434498;0.860412359047639;3.43297351838699;0.369173694220654;-1.3774290607026;1.30132963909478;0.869464601381048;3.21934632903614;1.55110141679343;2.98785099808645;2.60384949831548;3.71518161467666;4.28670573534701;1.09164700428737;3.356447980678;1.80859461505466;2.74740180007137;-0.386629749623321;-0.178414265673482;3;1;"3"
-0.644328429231302;-1.55313740522969;-1.59770951669631;1.80509751881082;-0.481647363694637;1.39362302601237;2.15860994207875;2.15741869722373;3.90484607740966;6.28980644520334;7.142163236262;6.17893208890837;4.25427119281405;3.94470182984466;2.58294052240708;0.24497685728556;2.67476095201716;0.706071374505954;1.58202438416228;-2.15360128611099;-1.06026555215253;1;2;"1"
-0.644328429231302;-1.32638062994364;-1.14419596612422;2.48536784466897;0.425379737449558;2.52740690244262;3.51915059379504;3.29120257365397;4.81187317855386;6.74331999577544;7.142163236262;5.72541853833627;3.34724409166986;2.81091795341441;1.22239987069079;-0.888807019144683;1.76773385087297;0.0258010486478081;1.12851083359018;-2.38035806139704;-1.06026555215253;2;2;"2"
-0.644328429231302;-1.32638062994364;-1.14419596612422;2.48536784466897;0.425379737449558;1.75416367772867;1.97266414436714;0.971472899512118;1.71890027969805;3.65034709691963;4.04919033740619;4.17893208890837;3.34724409166986;4.35740440284232;4.31537276954659;2.20416587971112;4.86070674972877;2.34553072278966;2.67499728301808;-1.60711483668309;-1.06026555215253;3;2;"3"
0.00587718501980343;-1.54942341457002;0.871203753673575;0.255750580793238;0.0347128872450818;1.49997753242647;1.39233508818503;2.77524640085945;3.60341576664696;5.59857835881816;6.40247687028443;3.86235848039933;3.7035536991474;3.04251269344913;4.01205180418175;1.9196420981753;0.23188749360298;0.560430909229039;0.825494269979295;1.01679177378982;-0.890323378404483;1;3;"1"
0.00587718501980343;-1.37508027726665;1.21989002828031;0.778779992703339;0.732085436458551;2.3716932189433;2.43839391200524;3.64696208737629;4.30078831586043;5.94726463342489;6.40247687028443;3.5136722057926;3.00618114993393;2.17079700693229;2.96599298036155;1.04792641165846;-0.465485055610489;0.0374014973189369;0.476807995372561;0.842448636486452;-0.890323378404483;2;3;"2"
0.00587718501980343;-1.37508027726665;1.21989002828031;0.778779992703339;0.732085436458551;1.54603635624667;0.787080186611973;1.16999149928639;0.998160865073896;2.64463718263836;3.0998494194979;1.86235848039933;3.00618114993393;3.82211073232556;6.26862043114808;4.35055386244499;2.83714239517604;2.51437208540883;2.12812172076583;1.66810549918308;-0.890323378404483;3;3;"3"
-1.8323773062094;0.888139432652018;1.59348847235627;0.516854670662387;-1.29567168029482;0.828878864155126;0.763877204459956;1.27343704752099;5.42756511770771;5.49975853817043;6.03965400599453;5.37478486480393;3.18845950980892;3.92772170310215;3.92420525217809;2.54832991890308;1.94609039624844;0.372841020829088;2.92858433931147;1.19695738421169;1.86709918456672;4;1;"1"
-1.8323773062094;1.11387614382627;2.04496189470477;1.19406480418514;-0.392724835597825;1.95756242002637;2.11829747150545;2.40212060339223;6.33051196240471;5.95123196051893;6.03965400599453;4.92331144245543;2.28551266511192;2.79903814723091;2.56978498513259;1.41964636303183;1.04314355155144;-0.304369112693661;2.47711091696297;0.971220673037445;1.86709918456672;5;1;"2"
-1.8323773062094;1.11387614382627;2.04496189470477;1.19406480418514;-0.392724835597825;1.18329913120062;0.569770893853954;0.0793307369149823;3.23345880710171;2.85417880521593;2.94260085069153;3.37478486480393;2.28551266511192;4.34756472488241;5.66683814043559;4.51669951833483;4.14019670685444;2.01842075378359;4.02563749461447;1.7454839618632;1.86709918456672;6;1;"3"
-0.500192949284219;0.676901717937623;1.40907183979815;0.950523978064955;-0.227648439397371;0.104027334277509;2.38241113343775;3.78869718934009;1.98922795851359;5.20267478144077;4.50410025477949;2.03753188882149;4.83465573377244;3.39677229942694;4.24354316212952;2.03648026312085;1.72735721949245;-0.741231105848734;0.890438991318732;0.762293696311513;-0.640382612832321;4;2;"1"
